accuracy,model_name,elapsed_training_time,elapsed_testing_time
0.4999,"bs_40_dkp_0.607_lr_0.5728707128404673_ls_421,416,449,99",581.9463913440704,27.27480983734131
0.4999,"bs_200_dkp_0.435_lr_0.2655410200301785_ls_410,445",286.732209444046,12.66383981704712
0.4995959595959596,"bs_180_dkp_0.85_lr_0.6099753773706386_ls_116,106,111,164",268.9253041744232,12.213873147964478
0.5001,"bs_400_dkp_0.424_lr_0.00667935915830208_ls_473,466,108,277",288.3268623352051,12.548457384109497
0.5,"bs_60_dkp_0.855_lr_0.27331863831571407_ls_311,339,126",342.1497790813446,12.147855758666992
0.7907520325203252,"bs_240_dkp_0.567_lr_0.09382546338399245_ls_60,140",233.41761445999146,11.568302631378174
0.7435222672064777,"bs_260_dkp_0.487_lr_0.015778205406024252_ls_68,295,245,368",38.75570726394653,12.18056845664978
0.8567,bs_80_dkp_0.961_lr_0.06490871479410501_ls_216,297.60140776634216,12.205411195755005
0.8494959677419355,"bs_160_dkp_0.695_lr_0.006998633631026774_ls_363,273,231",365.5782265663147,12.854877471923828
0.8575604838709677,"bs_160_dkp_0.554_lr_0.004319477750077014_ls_198,282,453,281",369.1982696056366,13.217220544815063
