accuracy,model_name,elapsed_testing_time
0.8551301301301302,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513069214_mlp_ls459,263,113,435,319_lr0.0002_drop0.8_bs60",38.47856616973877
0.857218045112782,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513069884_mlp_ls468,163,162_lr0.0217_drop0.932_bs380",56.454023599624634
0.85535,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513070234_mlp_ls356,392,427,477,147_lr0.001_drop0.542_bs400",44.03442358970642
0.49987449799196787,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513070671_mlp_ls434,107,145_lr0.2693_drop0.374_bs240",39.67726469039917
0.8535588972431077,C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513071013_mlp_ls446_lr0.0007_drop0.955_bs140,40.290005922317505
0.49997497497497495,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513071377_mlp_ls234,202,23_lr0.0018_drop0.042_bs120",39.70844578742981
0.86745,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513071734_mlp_ls85,480,438_lr0.0089_drop0.946_bs200",41.18129754066467
0.8539097744360902,C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513072085_mlp_ls394_lr0.0547_drop0.583_bs300,39.888949394226074
0.8480170682730924,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513075733_mlp_ls326,333,240_lr0.0007_drop0.801_bs240",40.9908447265625
0.8678212851405622,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513076144_mlp_ls383,264,227_lr0.0038_drop0.962_bs240",39.08225226402283
0.8498742454728371,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513076501_mlp_ls247,186,274,359,227_lr0.0015_drop0.722_bs280",40.54180335998535
0.8560331825037707,"C:\Users\Qbit\Inzynierka\Models\MLP\runs\1513076838_mlp_ls306,390,228,270,449_lr0.0025_drop0.781_bs340",39.35927748680115
